id,predictions,band_gap
6141d007ee0a3fd43fb47a7d,0.27569628,0.2724999999999999
6142f63e31cf3ef3d4a9f69c,0.40380546,0.4186999999999999
6142988731cf3ef3d4a9f5a0,0.35218328,0.3577
6141cf25ee0a3fd43fb479f9,0.39230466,0.4129
6141d88d4e27a1844a5f0234,1.1439258,1.144
6141cf13b842c2e72e2f2d4c,1.8030671,1.8101
6142422831cf3ef3d4a9f412,0.40050152,0.4003
6143f8083ac25c70a5c6cd4b,0.41177508,0.4162
614236834e27a1844a5f06c6,1.1445912,1.1471
6141d14ebaaf234b3529027c,1.1041986,1.1048
6141d5203ac25c70a5c6c8f5,0.27719653,0.2937
6141cf5031cf3ef3d4a9ed88,0.34725076,0.3555999999999999
6141cf1b3ac25c70a5c6c841,0.3993,0.3994999999999999
61420c50ee0a3fd43fb47e57,0.34613976,0.3581
6141d09b4e27a1844a5f00da,1.1447115,1.1468
61433c724e27a1844a5f0a04,1.144997,1.1465
614229b231cf3ef3d4a9f37a,0.3452166,0.354
6142381e31cf3ef3d4a9f3dc,0.26166967,0.2731
6141e7f73ac25c70a5c6c9bd,0.35248274,0.3499
61422120baaf234b35290614,1.1051546,1.1063
61427a0e31cf3ef3d4a9f528,0.39575747,0.3911
61429f243ac25c70a5c6cc15,0.41061398,0.4152
6141d559ee0a3fd43fb47b8f,0.42976084,0.4337
61420cc031cf3ef3d4a9f28e,0.38442925,0.392
6141e29c4e27a1844a5f033c,1.1412355,1.1448
6141e1169cbada84a8676a9b,1.8037041,1.8103
6141eb2aee0a3fd43fb47d41,0.34938854,0.3528
6141d71cbaaf234b35290356,0.9401198,0.9435
61428b3831cf3ef3d4a9f56c,0.3521029,0.3542999999999999
6141dbf5ee0a3fd43fb47c45,0.35214487,0.3591
6142623531cf3ef3d4a9f4be,0.39827612,0.4058
6141dafaee0a3fd43fb47c2d,0.39395878,0.3773
614265b54e27a1844a5f07ca,1.1455687,1.1481
6141fff94e27a1844a5f050c,1.1421155,1.1446
61424c659cbada84a8676d09,1.8051144,1.8087
6141d3f9ee0a3fd43fb47b5b,0.38379017,0.3903999999999999
6141edea3ac25c70a5c6c9e5,0.38711613,0.3915
6141d46eee0a3fd43fb47b6d,0.41949734,0.4298
6141f5bdbaaf234b35290520,0.94037247,0.9431
614205749cbada84a8676c1d,1.7997667,1.8098
6141e28b31cf3ef3d4a9f068,0.40904805,0.4066999999999999
6141d10eee0a3fd43fb47acb,0.35397634,0.3598
6142e6fc31cf3ef3d4a9f672,0.41588077,0.4298999999999999
6142640dee0a3fd43fb47f49,0.27084222,0.2757
61421b6aee0a3fd43fb47e9b,0.35281527,0.3589
6142985c9cbada84a8676d6f,1.803313,1.8072
6141cf55cc0e69a0cf28ab61,1.1466614,1.1494
6141d864baaf234b35290376,1.122185,1.1271
6141cfc0ee0a3fd43fb47a61,0.3548248,0.3595
614201c54e27a1844a5f051c,1.1398934,1.1379
6141f19c31cf3ef3d4a9f14c,0.4281778,0.4313
6141cfcdee0a3fd43fb47a67,0.35896367,0.3588
6143c9ac31cf3ef3d4a9f79c,0.28563103,0.2962
6141dd59baaf234b352903d8,1.1071638,1.1088
6141de55baaf234b352903ea,1.1065395,1.1044999999999998
61423a9c31cf3ef3d4a9f3f0,0.19181187,0.1954
6141e1e34e27a1844a5f032a,1.1438963,1.1425999999999998
6141d37b3ac25c70a5c6c8d9,0.39900735,0.4129
6141d4129cbada84a867694d,1.8032585,1.8092
6142298831cf3ef3d4a9f378,0.40812337,0.4125
6141cfa04e27a1844a5f0074,1.144385,1.1467
614200184e27a1844a5f050e,1.144591,1.1427
6141d2b331cf3ef3d4a9ee9c,0.38790998,0.4029
6142152931cf3ef3d4a9f2d4,0.40979812,0.407
614289564e27a1844a5f0856,1.146176,1.1455
6141dcc63ac25c70a5c6c957,0.39829716,0.4069
6142825131cf3ef3d4a9f54a,0.42578968,0.4303
614207d9ee0a3fd43fb47e3b,0.35059556,0.3535999999999999
614231b33ac25c70a5c6cb1b,0.39076862,0.4185999999999999
6142a2d9baaf234b3529071a,1.1059049,1.1044
61420b384e27a1844a5f057c,1.1779274,1.185
61420fe8baaf234b352905cc,1.0915607,1.0884
614298fb3ac25c70a5c6cc0d,0.4062563,0.4169999999999999
614203f1ee0a3fd43fb47e27,0.35506982,0.3597
6141d14e3ac25c70a5c6c8a9,0.34744915,0.3922
6141d5dcee0a3fd43fb47b9f,0.3487791,0.3561999999999999
6141e7b24e27a1844a5f03a6,1.1752746,1.17
6142908d4e27a1844a5f0878,1.1449364,1.145
6141f345baaf234b3529050c,0.65844196,0.6531
6141e9d34e27a1844a5f03ca,1.1388692,1.1467
6141ebde3ac25c70a5c6c9d7,0.38028297,0.3915999999999999
6142f57b4e27a1844a5f0988,1.1505432,1.1425
6141cf1a31cf3ef3d4a9ed4a,0.34655973,0.3560999999999999
6141d48f31cf3ef3d4a9eef0,0.42598405,0.4310999999999999
6141e27831cf3ef3d4a9f066,0.35733128,0.3544
614392773ac25c70a5c6cd17,0.35091302,0.3577999999999999
6141fb0f31cf3ef3d4a9f1c8,0.4051774,0.4024
61445fa83ac25c70a5c6cd77,0.36191314,0.3685999999999999
6141cf554e27a1844a5f0046,1.1818831,1.1718
6143e4c831cf3ef3d4a9f7a6,0.2956987,0.3009
6142e312baaf234b35290736,1.1046426,1.0999
6141e8254e27a1844a5f03b0,1.1365732,1.1357
61445a8e3ac25c70a5c6cd75,0.3435374,0.3462999999999999
6141e54bbaaf234b35290452,1.1089616,1.1095
61422a593ac25c70a5c6cb01,0.38324937,0.3876
6141cff631cf3ef3d4a9ede0,0.40158215,0.4014
6141dcec31cf3ef3d4a9efec,0.34787962,0.3522
6141fe4f4e27a1844a5f04f6,1.1427678,1.1462
6141f893baaf234b35290534,1.1102027,1.1102
6142498f4e27a1844a5f073a,1.147045,1.1469
614204349cbada84a8676c13,1.8030363,1.8095
6141d0a731cf3ef3d4a9ee1e,0.34971705,0.3571
6141ef943ac25c70a5c6c9f1,0.35863274,0.3903
6141d2d04e27a1844a5f015e,1.1360286,1.1396
6145ddc531cf3ef3d4a9f832,0.28073543,0.2874
6141d0b54e27a1844a5f00e2,1.1342324,1.142
6141ee869cbada84a8676b51,1.7997718,1.8096
6141d6edbaaf234b35290350,1.0460114,1.0377
614235cb9cbada84a8676cd1,1.7992362,1.8082
61422988baaf234b35290640,1.1068246,1.1043
6141d20931cf3ef3d4a9ee78,0.28065968,0.2779999999999999
6141fab64e27a1844a5f04c8,1.141064,1.1421
6141d351ee0a3fd43fb47b41,0.3532942,0.3591999999999999
6144568d31cf3ef3d4a9f7f0,0.2881244,0.3013
6141d63a9cbada84a867699d,1.8034853,1.8085
6141db33ee0a3fd43fb47c31,0.34775192,0.358
6141d4bdee0a3fd43fb47b77,0.34880665,0.3586
6141e2ef31cf3ef3d4a9f06e,0.40150607,0.4168
6141cf229cbada84a86767db,1.801643,1.8087
6141e44b9cbada84a8676acf,1.7994684,1.808
6141e1c3ee0a3fd43fb47cb3,0.35068348,0.3576999999999999
6141f9f24e27a1844a5f04be,1.1813412,1.1744
6141dbb1ee0a3fd43fb47c3d,0.3500824,0.3596
6141ef03ee0a3fd43fb47d6b,0.39276138,0.3927
614333103ac25c70a5c6ccc1,0.3892572,0.3931
6141d6183ac25c70a5c6c905,0.30079073,0.2892
61430d204e27a1844a5f09ba,1.144086,1.1457000000000002
61421ebc3ac25c70a5c6cacf,0.3472638,0.3498
6141ed3e4e27a1844a5f03fc,1.1422685,1.1416
614351224e27a1844a5f0a1e,1.1478575,1.1452
614358f931cf3ef3d4a9f740,0.34822795,0.3521999999999999
6142afd43ac25c70a5c6cc31,0.4151018,0.4218
61423d7dbaaf234b35290680,1.0957785,1.0939
6141e74bee0a3fd43fb47d05,0.4292936,0.4304
6141d7af3ac25c70a5c6c91f,0.39679354,0.4228999999999999
6141eb89baaf234b352904b6,1.0392474,1.0374
6145568d4e27a1844a5f0ae6,1.1443213,1.1439
6142509b31cf3ef3d4a9f45c,0.3939701,0.4196000000000001
614212ce4e27a1844a5f05c4,1.1463481,1.1449
6141e8d5ee0a3fd43fb47d1d,0.2662668,0.2772
6141cf329cbada84a86767f1,1.8008019,1.8082
6141dcb4ee0a3fd43fb47c59,0.34207132,0.3517
6141edd44e27a1844a5f0408,1.1342596,1.1402
61424db63ac25c70a5c6cb6b,0.38647977,0.4005999999999999
6141d28431cf3ef3d4a9ee92,0.29328305,0.3003
6141cf21baaf234b3529019e,1.1027294,1.0998
6142c8db4e27a1844a5f0928,1.1418158,1.1392
6141d5254e27a1844a5f01c2,1.1401349,1.1388
6142232631cf3ef3d4a9f348,0.39279738,0.3901
6141f394ee0a3fd43fb47da1,0.27419764,0.2763
6142329aee0a3fd43fb47ee9,0.34772706,0.3480999999999999
6141f67fee0a3fd43fb47dbd,0.27184084,0.2787
6141cfed51c1cbd9654b888a,1.1005801,1.1091
6141e10731cf3ef3d4a9f048,0.28885686,0.3026
6141dc7dbaaf234b352903ca,1.1111566,1.1098
614244594e27a1844a5f0718,1.1556094,1.1465999999999998
6141daae9cbada84a8676a15,1.8008186,1.8076
61428c5f3ac25c70a5c6cbf7,0.35814124,0.3492
6141f3ae3ac25c70a5c6ca0f,0.33399263,0.3536
61421cb6baaf234b35290604,1.0888731,1.0866
61420d3a4e27a1844a5f058c,1.1446344,1.1451
614335b23ac25c70a5c6ccc5,0.3750253,0.3563999999999999
6141d6b64e27a1844a5f01f8,1.1652464,1.1639
6143025b31cf3ef3d4a9f6b8,0.3838334,0.373
6141d6139cbada84a8676997,1.8037683,1.8081
6141d8c34e27a1844a5f023a,1.1483899,1.1465
6141d8c43ac25c70a5c6c92b,0.40017244,0.4025999999999999
61432a4731cf3ef3d4a9f6f4,0.36593434,0.432
61423d3f31cf3ef3d4a9f400,0.38760495,0.3893999999999999
614392a3baaf234b3529074c,0.65597904,0.6533
614246d931cf3ef3d4a9f426,0.34818646,0.3538
61424aa74e27a1844a5f0740,1.1462762,1.1459
614211ed4e27a1844a5f05be,1.1450516,1.144
6141cf3931cf3ef3d4a9ed74,0.41118938,0.4192
6141d02aee0a3fd43fb47a89,0.35531768,0.3506
6141d4dfee0a3fd43fb47b7b,0.26646334,0.2764999999999999
6141d0f29cbada84a86768b3,1.7998401,1.8093
