iter	MAE
159	0.005386114644
160	0.005367364558
161	0.005365314611
162	0.00535656323
163	0.005273065683
164	0.005213339213
165	0.005200515495
166	0.005195177578
167	0.005173679244
168	0.005142439098
169	0.005129487581
170	0.005126489107
171	0.00512218562
172	0.005104784071
173	0.005102401701
174	0.005079255697
175	0.00505979954
176	0.005052316646
177	0.005031157454
178	0.005022159442
179	0.004850326472
180	0.004841128399
181	0.004835720351
182	0.004821829264
183	0.00479917193
184	0.00479566351
185	0.004793090356
186	0.004771721085
187	0.00476908062
188	0.004763235457
189	0.004761539395
190	0.00474437381
191	0.004735273534
192	0.0047121642
193	0.004705277723
194	0.004690699409
195	0.004689762834
196	0.00468230385
197	0.004681565718
198	0.004588886509
199	0.004581260618
200	0.004579530398
201	0.004572861122
202	0.004570739154
203	0.004568327173
204	0.004546431438
205	0.004507164133
206	0.004454818742
207	0.00444892447
208	0.004443229533
209	0.004437336445
210	0.0044267184
211	0.004400833666
212	0.004398411781
213	0.004382374648
214	0.004364861555
215	0.004358500782
216	0.004354683834
217	0.004352891761
218	0.004350451257
219	0.004305801831
220	0.00429777701
221	0.004274513453
222	0.004268193121
223	0.004260566777
224	0.004255978539
225	0.004246711259
226	0.004246258132
227	0.004236232572
228	0.00422734357
229	0.004225869384
230	0.004205253361
231	0.004192458619
232	0.004188695224
233	0.004188224299
234	0.00418614226
235	0.004185355786
236	0.004173024314
237	0.004149138495
238	0.004145357884
239	0.004129685394
240	0.004128924836
241	0.004111558333
242	0.004111041053
243	0.004094340384
244	0.004087073029
245	0.004077105606
246	0.004072973594
247	0.004068284272
248	0.004067061204
249	0.004063543108
250	0.004058846373
251	0.004048961628
252	0.004043617144
253	0.004034147257
254	0.004031234409
255	0.00402157489
256	0.004020065939
257	0.004016112721
258	0.004012838174
259	0.004011906771
260	0.004008271425
261	0.004005777747
262	0.00400534612
263	0.004005117639
264	0.004003860745
265	0.003977362258
266	0.00394702984
267	0.003917853654
268	0.003909288965
269	0.00390917026
270	0.003908072019
271	0.003856590912
272	0.003852141042
273	0.003841214824
274	0.003839539152
275	0.003834085424
276	0.003829250351
277	0.003816788342
278	0.003813766077
279	0.003811005263
280	0.003805966376
281	0.003797533634
282	0.003785717154
283	0.003773987127
284	0.003769963379
285	0.003755850196
286	0.003739342672
287	0.003738450649
288	0.003712209096
289	0.003711327242
290	0.003705615164
291	0.003705499076
292	0.003682524744
293	0.003677108056
294	0.003676942649
295	0.00361718814
296	0.003611059991
297	0.003608893232
298	0.003606189362
299	0.0036009142
300	0.003600158375
301	0.003598968888
302	0.003595243224
303	0.003594767686
304	0.003592886815
305	0.003592184831
306	0.00358955208
307	0.00355892036
308	0.003544313385
309	0.003542938489
310	0.003540546054
311	0.003540432801
312	0.003535363061
313	0.003531320728
314	0.003521433537
315	0.003520186444
316	0.003519089044
317	0.003516170536
318	0.003515801189
319	0.003509466765
320	0.003508105258
321	0.003507520461
322	0.003501944115
323	0.00349945097
324	0.003498387049
325	0.003497452289
326	0.003482366693
327	0.003478000316
328	0.003477563456
329	0.003476584979
330	0.003473501333
331	0.003472842502
332	0.003468027603
333	0.003459365041
334	0.003443606072
335	0.003442869711
336	0.003442175879
337	0.00344186729
338	0.003441574494
339	0.003416270113
340	0.003413553331
341	0.003411210884
342	0.003410849717
343	0.003410590089
344	0.003409753316
345	0.003409596965
346	0.003403711842
347	0.003368150599
348	0.003367833374
349	0.003342637588
350	0.00334103467
351	0.003340902882
352	0.003332149935
353	0.003331713462
354	0.00332948773
355	0.003329044366
356	0.003318318604
357	0.003307736375
358	0.003307210176
359	0.003305962158
360	0.003305112373
361	0.003303654504
362	0.00330246281
363	0.003297739336
364	0.003294744294
365	0.003292585713
366	0.003290019214
367	0.003278710367
368	0.003277694229
369	0.003274120425
370	0.003271929568
371	0.003266738888
372	0.003266284237
373	0.003266084507
374	0.003260986464
375	0.003260724212
376	0.003259331375
377	0.003256523091
378	0.003253756815
379	0.003253714225
380	0.003251000845
381	0.003245555689
382	0.003244591361
383	0.00324439748
384	0.003244211361
385	0.003239485406
386	0.003234056343
387	0.003230946672
388	0.003227681825
389	0.003212953423
390	0.00320273782
391	0.003202180606
392	0.00319645572
393	0.003194620515
394	0.003194424153
395	0.003190602327
396	0.003190498948
397	0.003189490531
398	0.003184323935
399	0.003184077156
400	0.003182628658
401	0.003174722808
402	0.003173207058
403	0.003172976718
404	0.003172614679
405	0.00316935686
406	0.003167575103
407	0.003166435213
408	0.003165633372
409	0.003163764809
410	0.00316373974
411	0.003139501722
412	0.003139363469
413	0.003139295347
414	0.003138688327
415	0.003138054196
416	0.003136401164
417	0.003133224076
418	0.003132992829
419	0.003132995937
420	0.003130641892
421	0.003127958731
422	0.003127729761
423	0.003127388661
424	0.003127337872
425	0.003127229613
426	0.003123845763
427	0.003122603073
428	0.003118835489
429	0.003118271745
430	0.003111723295
431	0.003110820989
432	0.003110576221
433	0.003108685077
434	0.003107865593
435	0.003090883973
436	0.003081321493
437	0.003076935471
438	0.003076660659
439	0.003070312802
440	0.003069735606
441	0.003069201019
442	0.003069075093
443	0.003056303325
444	0.003055993438
445	0.003052060484
446	0.003051447541
447	0.003051473772
448	0.003045816636
449	0.003041684862
450	0.003021636574
451	0.003020882007
452	0.003018714738
453	0.003017990897
454	0.003016372017
455	0.003012354748
456	0.003011243127
457	0.003005474489
458	0.003004144922
459	0.003002467097
460	0.00299878169
461	0.002998377489
462	0.002998151938
463	0.002996982871
464	0.002996882953
465	0.002958266516
466	0.002944653737
467	0.002943727274
468	0.002936165158
469	0.002935429474
470	0.002933331165
471	0.002933199687
472	0.002924758351
473	0.002912969953
474	0.002912496692
475	0.002911519752
476	0.002910442914
477	0.002909745685
478	0.002906369457
479	0.002902438562
480	0.002902086411
481	0.002901655678
482	0.002901568046
483	0.002900698521
484	0.002896151344
485	0.00288421145
486	0.002883821152
487	0.002882942429
488	0.002882029817
489	0.002881981467
490	0.002879251612
491	0.002877221989
492	0.002875862232
493	0.002872251367
494	0.002869596229
495	0.002868929456
496	0.002868184546
497	0.002854980723
498	0.002854970078
499	0.00285479003
500	0.002849282249
501	0.002845136441
502	0.002844081277
503	0.002843301066
504	0.00284318466
505	0.002830900239
506	0.002822975956
507	0.002813739035
508	0.002809791899
509	0.002808989126
510	0.002774783504
511	0.002773664635
512	0.002767373263
513	0.002766523258
514	0.002766073158
515	0.002766052994
516	0.002764551662
517	0.002764273288
518	0.002764268421
519	0.00276344322
520	0.002763453188
521	0.002762096814
522	0.002761380143
523	0.002758532544
524	0.002758386646
525	0.00273981913
526	0.002739417467
527	0.002731757558
528	0.002729744314
529	0.002729464235
530	0.002729408871
531	0.00272935657
532	0.002728633441
533	0.002728536918
534	0.002727913694
535	0.002724005726
536	0.002724002502
537	0.002719011909
538	0.002718991279
539	0.002718106133
540	0.002717409558
541	0.002713666724
542	0.002713633094
543	0.00271095761
544	0.002703138829
545	0.002702714327
546	0.002702474409
547	0.002702477241
548	0.002702312115
549	0.002697485986
550	0.002697499306
551	0.002660998273
552	0.002658518257
553	0.002658091701
554	0.002657951003
555	0.002656752302
556	0.002656551934
557	0.002656527637
558	0.00265416069
559	0.002653405627
560	0.002653240009
561	0.002653041812
562	0.002650778328
563	0.002650556358
564	0.002650077948
565	0.002650020241
566	0.002649293789
567	0.002649274795
568	0.002649237409
569	0.002649239525
570	0.002648429842
571	0.002628473403
572	0.002618855995
573	0.002610399472
574	0.0026103651
575	0.002610403271
576	0.002609898211
577	0.002608837845
578	0.002605504314
579	0.002602924804
580	0.002602723177
581	0.00260191724
582	0.00260171948
583	0.002600578559
584	0.002600432271
585	0.002600345886
586	0.002599652197
587	0.002593242443
588	0.002590884301
589	0.002590319739
590	0.002590200513
591	0.002590113336
592	0.002589038512
593	0.002586176835
594	0.002586093855
595	0.002584885232
596	0.002578640617
597	0.002554265272
598	0.002546842643
599	0.002546377685
600	0.002546275694
601	0.002546118253
602	0.002544410194
603	0.002544204288
604	0.002544122621
605	0.002542848831
606	0.002542135965
607	0.00254125542
608	0.002540892073
609	0.002540612804
610	0.002540073517
611	0.002510294728
612	0.002509600128
613	0.002509394769
614	0.002500807877
615	0.002500711544
616	0.00249994797
617	0.002498968627
618	0.002401975004
619	0.002395599262
620	0.002372608634
621	0.002367872369
622	0.002363982213
623	0.002363775884
624	0.002363676889
625	0.00236365301
626	0.002356937299
627	0.002356633804
628	0.002353730075
629	0.002352493902
630	0.002352031929
631	0.002347013712
632	0.00233854964
633	0.00233089457
634	0.002330856853
635	0.002330050356
636	0.002329324686
637	0.002329074854
638	0.002322701451
639	0.002322606721
640	0.002322177056
641	0.002322039225
642	0.002318840845
643	0.002317095062
644	0.002316987602
645	0.002316928773
646	0.002316565419
647	0.002316191938
648	0.002315347649
649	0.002314777905
650	0.002314581782
651	0.002293871654
652	0.002293838717
653	0.002288271791
654	0.002287378199
655	0.002287242536
656	0.002285326486
657	0.002285076238
658	0.002284735808
659	0.002283801734
660	0.002282945029
661	0.002278934276
662	0.002274798159
663	0.002270319079
664	0.002267812856
665	0.002262539863
666	0.002259282848
667	0.002247465331
668	0.002246712069
669	0.00224653621
670	0.002245917934
671	0.002245817766
672	0.002245666678
673	0.00224531935
674	0.002242006119
675	0.002241710411
676	0.002240204243
677	0.002226174081
678	0.002225944
679	0.002220978985
680	0.002219811965
681	0.002218304277
682	0.002218308948
683	0.002217225152
684	0.002217159104
685	0.002205503833
686	0.002203852778
687	0.002183714716
688	0.002183661001
689	0.002183610433
690	0.002183590632
691	0.00218194644
692	0.00218088625
693	0.002180339216
694	0.00218005238
695	0.002179927195
696	0.002179538469
697	0.002179413501
698	0.002175550301
699	0.002173832223
700	0.002171906406
701	0.00217119807
702	0.002169635623
703	0.00216864694
704	0.002168270729
705	0.002168194555
706	0.002167553597
707	0.00216386547
708	0.002163230057
709	0.002082558776
710	0.002081347593
711	0.002079487627
712	0.002065394677
713	0.002065336062
714	0.002065193004
715	0.002064497023
716	0.002064492591
717	0.002062310967
718	0.002061005592
719	0.002056779573
720	0.002056787952
721	0.002056741384
722	0.002052558147
723	0.002051584097
724	0.002046889053
725	0.002046070344
726	0.002045606382
727	0.002045572625
728	0.002045558448
729	0.002044451594
730	0.002043326741
731	0.002043292505
732	0.002043056452
733	0.002043077194
734	0.002043044924
735	0.002042577612
736	0.002042193439
737	0.002032542553
738	0.002024444334
739	0.002024232839
740	0.002019838198
741	0.002018741596
742	0.002018662946
743	0.002014472791
744	0.002010994691
745	0.002006891679
746	0.002003242625
747	0.002002384833
748	0.002001276813
749	0.00199205999
750	0.001991042751
751	0.001991070948
752	0.001990679427
753	0.00199043514
754	0.001990026753
755	0.001986628169
756	0.00198590447
757	0.001985854245
758	0.001985803652
759	0.001985620048
760	0.001985554383
761	0.001963271955
762	0.001963083573
763	0.001961941554
764	0.00196183644
765	0.001961628498
766	0.001960073424
767	0.001959236333
768	0.001959216181
769	0.001957525538
770	0.00195743799
771	0.001956651727
772	0.001956500672
773	0.001954713058
774	0.001861840001
775	0.001859162859
776	0.001850228909
777	0.001847722981
778	0.001847583845
779	0.001847038455
780	0.001847024629
781	0.001846462826
782	0.001846239226
783	0.001813353713
784	0.00180858151
785	0.00180448752
786	0.001780841828
787	0.001780651315
788	0.001780362121
789	0.001780313943
790	0.001780301599
791	0.00178019467
792	0.001780102673
793	0.001778311596
794	0.001778179278
795	0.00177567385
796	0.001775629197
797	0.001774096081
798	0.001773777486
799	0.001773754504
800	0.001773183055
801	0.001772934334
802	0.001772925718
803	0.001772256147
804	0.001772160806
805	0.001772130779
806	0.001772115193
807	0.001771637085
808	0.001771201711
809	0.001770611868
810	0.00177060259
811	0.001767944867
812	0.001767851393
813	0.001762398229
814	0.00176218238
815	0.001760188334
816	0.001760112106
817	0.001759716401
818	0.001759621334
819	0.00175520221
820	0.001755069397
821	0.001754876874
822	0.001754831047
823	0.001751310092
824	0.001751096852
825	0.001750895306
826	0.00174801556
827	0.001746888033
828	0.001746588135
829	0.001744698044
830	0.001744512096
831	0.001744461177
832	0.001737158139
833	0.001737178774
834	0.00173703364
835	0.001736991097
836	0.001736978787
837	0.001736799999
838	0.001736784134
839	0.001728988439
840	0.00172886378
841	0.001728790516
842	0.001728724688
843	0.001728372805
844	0.001728203514
845	0.001727113357
846	0.001725857045
847	0.001725770886
848	0.001725520126
849	0.001725425437
850	0.00172461428
851	0.001724552107
852	0.001710700926
853	0.001705641134
854	0.00170536611
855	0.001705308184
856	0.001699919489
857	0.001698067247
858	0.001698028691
859	0.001698023443
860	0.001697998197
861	0.001697992683
862	0.001698008573
863	0.001696654683
864	0.001694807579
865	0.001694525037
866	0.001689367575
867	0.001689357548
868	0.001688307493
869	0.001688237172
870	0.001688246187
871	0.001688055339
872	0.001682714464
873	0.001673897219
874	0.001672703286
875	0.001671104155
876	0.001671092667
877	0.001671054768
878	0.001661825438
879	0.00166159345
880	0.001661481089
881	0.001661339043
882	0.001661289733
883	0.001661185109
884	0.00166091941
885	0.001660747004
886	0.001656895885
887	0.001656639068
888	0.001656629116
889	0.001656638575
890	0.001656494994
891	0.001656169147
892	0.001656140083
893	0.001656154292
894	0.001656031384
895	0.001656042449
896	0.001656009818
897	0.001644141798
898	0.001633082517
899	0.001631971977
900	0.001631929173
901	0.00163189282
902	0.001631137597
903	0.001630424155
904	0.001628556604
905	0.001628583138
906	0.001628330965
907	0.001627943581
908	0.001627936946
909	0.001627593832
910	0.001627586189
911	0.001627520788
912	0.001608939849
913	0.001608947229
914	0.001608877512
915	0.00160843512
916	0.001597395431
917	0.001597423995
918	0.001596829834
919	0.001596790976
920	0.001596714138
921	0.001475018477
922	0.00147501803
923	0.001475004098
924	0.001469243129
925	0.001469224171
926	0.001468878636
927	0.001468884338
928	0.00146880744
929	0.001468770795
930	0.001468350672
931	0.001468343864
932	0.00146836661
933	0.001468233422
934	0.001466022827
935	0.001464717608
936	0.001454165787
937	0.001453924353
938	0.001436179105
939	0.001435439934
940	0.001435382189
941	0.001435331869
942	0.001435271694
943	0.001435264736
944	0.001435220014
945	0.001435201249
946	0.001435120471
947	0.001435124282
948	0.001435018583
949	0.001434061156
950	0.001433669106
951	0.0014325699
952	0.001412799714
953	0.001412790725
954	0.001412800737
955	0.00141274222
956	0.001411625748
957	0.00140836648
958	0.001408204769
959	0.001408186737
960	0.001408201806
961	0.001406811849
962	0.001406500102
963	0.001406296206
964	0.001405993248
965	0.001405968525
966	0.001405927667
967	0.001377388255
968	0.001377147958
969	0.001377057843
970	0.001371559251
971	0.001370986754
972	0.001353614491
973	0.001353612582
974	0.001353525015
975	0.001353247998
976	0.001353198646
977	0.001353160546
978	0.001350743402
979	0.001350214841
980	0.00135017675
981	0.00135009717
982	0.001350057707
983	0.001349839266
984	0.001349281574
985	0.001349225114
986	0.001344509096
987	0.001343851298
988	0.001343796233
989	0.001343602866
990	0.001343587965
991	0.001343374047
992	0.001342999693
993	0.001341613104
994	0.00134159877
995	0.001331541556
996	0.001324358373
997	0.001322863003
998	0.001322881062
999	0.001322021585
